Policy_ID,Make_name,Model_name,Manufacture_year,Body_type_name,Policyholder_dob,City,gender,nationality,Discount,Price,Date,channel,Converted
P77449267,NISSAN,KICKS,2023,SUV,10/4/1992,عرعر,Male,Saudi Arabia        ,0,1707.46,6/18/2025 1:04,App,0
P31830474,TOYOTA,COROLLA,2021,SEDAN,8/18/1994,جدة,Male,Saudi Arabia        ,0,1085.62,2/16/2025 1:04,Website,1
P33305540,HYUNDAI,ACCENT,2016,SEDAN,1/3/1975,خميس مشيط,Male,Albania             ,735.31,1715.72,1/29/2025 1:04,Website,0
P45177401,HYUNDAI,ACCENT,2018,SEDAN,1/3/1974,عنيزة,Female,Saudi Arabia        ,0,1196.68,4/27/2025 1:05,App,0
P65703761,KIA,OPTIMA,2006,SEDAN,4/1/1985,المدينة المنورة,Female,Saudi Arabia        ,0,935.93,4/4/2025 1:05,Website,0
P96247596,HYUNDAI,ACCENT,2018,SEDAN,1/3/1974,عنيزة,Female,Saudi Arabia        ,0,1196.68,1/29/2025 1:05,App,0
P81529136,HYUNDAI,PALISADE,2023,SUV,5/11/1981,مكة المكرمة,Male,Saudi Arabia        ,491.97,737.96,6/27/2025 1:05,App,0
P80212641,NISSAN,PICK-UP,2015,PICKUP,12/30/2001,ينبع,Male,Saudi Arabia        ,171.48,1543.35,5/19/2025 1:05,App,0
P71584304,NISSAN,PATROL,1998,JEEP,9/26/1990,عرعر,Male,Saudi Arabia        ,0,1368.45,5/5/2025 1:05,Website,1
P54890469,TOYOTA,CAMRY,2013,SEDAN,11/12/1998,الشنانة,Male,Saudi Arabia        ,0,1666.02,4/20/2025 1:05,App,0
P80429137,TOYOTA,CAMRY,2020,SEDAN,2/21/1969,الخبر,Male,Saudi Arabia        ,0,1191.58,1/4/2025 1:05,App,0
P19496249,KIA,K5,2022,SEDAN,12/31/1959,نجران,Male,Saudi Arabia        ,0,1332.58,4/8/2025 1:06,Website,0
P36341759,CHEVROLET,SILVRDO,2017,PICKUP,11/28/1969,الدمام,Male,Saudi Arabia        ,233.72,934.89,7/4/2025 1:06,Website,0
P29096384,HYUNDAI,SONATA,2020,SEDAN,4/21/1984,مكة المكرمة,Male,Saudi Arabia        ,0,1261.07,3/26/2025 1:06,App,0
P92050066,KIA,CERATO,2013,SEDAN,3/23/2001,الرياض,Female,Saudi Arabia        ,0,3120.08,1/4/2025 1:06,App,0
P87779869,TOYOTA,CAMRY,2016,SEDAN,9/3/1970,القريات,Female,Saudi Arabia        ,0,1798.77,4/18/2025 1:07,Website,0
P18113543,TOYOTA,YARIS,2014,SEDAN,7/20/1990,احدالمسارحة,Male,Kuwait              ,0,1305.74,1/14/2025 1:07,Website,1
P34339968,TOYOTA,CAMRY,2017,SEDAN,9/22/1989,جدة,Female,Saudi Arabia        ,0,1228.71,3/24/2025 1:07,App,0
P40960740,FORD,EXCURSION,2002,SUV,7/8/1959,ينبع,Male,Saudi Arabia        ,0,1055.61,7/14/2025 1:07,Website,1
P67519466,HYUNDAI,ACCENT,2013,SEDAN,8/11/1972,الرياض,Male,Saudi Arabia        ,0,2201.16,2/13/2025 1:07,App,0
P80083319,DAIHATSU,PICK UP,2012,PICKUP,9/22/1988,مكة المكرمة,Male,Saudi Arabia        ,191.66,766.64,5/19/2025 1:08,App,0
P44523414,HONDA,ACCORD DC,2012,SEDAN,5/16/1980,ابها,Female,Saudi Arabia        ,0,1605.85,4/4/2025 1:08,Website,0
P17839243,HYUNDAI,ACCENT,2010,SEDAN,1/19/2003,الجوف,Male,Saudi Arabia        ,0,3194.4,6/7/2025 1:08,App,0
P78856945,TOYOTA,ECHO,2005,SEDAN,5/10/1948,جدة,Male,Saudi Arabia        ,0,956.62,3/6/2025 1:08,App,0
P43105669,FORD,TAURUS,2013,SEDAN,7/11/1975,بيشه,Female,Saudi Arabia        ,410.04,1640.17,3/29/2025 1:08,Website,0
P15605948,CHANGAN,Eado Plus,2022,SEDAN,11/2/2000,الرياض,Male,Saudi Arabia        ,0,2044.68,4/25/2025 1:08,Website,1
P93580145,TOYOTA,HILUX  GL,2016,PICKUP,8/23/1971,مكة المكرمة,Male,Saudi Arabia        ,0,968.41,6/2/2025 1:08,App,0
P98053663,TOYOTA,FJ CRUSER,2010,JEEP,7/8/1959,ينبع,Male,Saudi Arabia        ,1188.13,1188.13,4/16/2025 1:08,App,0
P96515820,HYUNDAI,ACCENT,2016,SEDAN,8/23/1991,تبوك,Male,Saudi Arabia        ,0,945.06,3/10/2025 1:09,App,0
P43918862,HYUNDAI,ACCENT,2013,SEDAN,11/15/1985,حفر الباطن,Male,Sudan               ,0,2168.73,4/27/2025 1:09,Website,0
P60998009,TOYOTA,PRADO,2013,JEEP,10/4/1989,بريده,Male,Saudi Arabia        ,131.14,1180.22,5/11/2025 1:09,Website,0
P99043407,NISSAN,SUNNY,2016,SEDAN,12/25/1999,عرعر,Male,Saudi Arabia        ,0,1708.47,2/20/2025 1:09,App,1
P16277990,FORD,TAURUS,2021,SEDAN,12/18/1988,الرياض,Male,Saudi Arabia        ,0,1259.31,7/7/2025 1:09,App,0
P18779047,TOYOTA,SEQUOIA,2013,SUV,11/28/1962,ينبع,Male,Saudi Arabia        ,0,1268.84,3/2/2025 1:10,App,0
P88330597,HYUNDAI,GENESIS,2015,SEDAN,12/9/1997,الرياض,Male,Saudi Arabia        ,0,1905.81,4/5/2025 1:10,Website,0
P68740035,CHRYSLER,300 M,2006,SEDAN,5/21/1997,المدينة المنورة,Male,Saudi Arabia        ,0,1273.23,2/14/2025 1:10,App,0
P85672641,FORD,EXPLORER,2015,SUV,11/27/1982,المدينة المنورة,Male,Saudi Arabia        ,0,1325.1,3/7/2025 1:10,App,0
P25603667,HYUNDAI,ACCENT,2013,SEDAN,11/15/1985,حفر الباطن,Male,Sudan               ,0,2168.73,2/4/2025 1:10,Website,0
P89934818,AUDI,A6,2013,SEDAN,1/17/1994,الرياض,Male,Albania             ,0,1799.05,6/12/2025 1:11,Website,0
P18512640,NISSAN,SUNNY,2011,SEDAN,1/1/1976,المدينة المنورة,Male,Yemen               ,0,1902.11,3/27/2025 1:11,Agent,0
P70370995,G.M.C.,PICK-UP,1992,PICKUP,4/14/1993,الهفوف,Male,Saudi Arabia        ,0,614.37,6/24/2025 1:11,App,0
P79076371,CHEVROLET,MALIBU,2013,SEDAN,2/21/1969,الخبر,Male,Saudi Arabia        ,285.55,1142.22,2/11/2025 1:12,Website,0
P95610661,MERCEDES,C200 SEDAN,2021,SEDAN,10/2/1987,الخبر,Female,Saudi Arabia        ,285.87,667.02,7/19/2025 1:12,App,0
P56057538,NISSAN,SUNNY,2018,SEDAN,6/17/1985,الدمام,Male,Saudi Arabia        ,0,1152.43,4/13/2025 1:12,App,0
P94386743,HYUNDAI,ELANTRA,2014,SEDAN,8/23/1971,الرياض,Male,Saudi Arabia        ,0,2276.6,5/27/2025 1:12,Website,0
P50209832,TOYOTA,LCRUSER GXR,2007,SUV,10/26/1965,القنفذة,Male,Saudi Arabia        ,0,887.68,4/27/2025 1:12,Website,0
P59986141,HYUNDAI,ELANTRA,2020,SEDAN,9/28/1994,الشنانة,Male,Saudi Arabia        ,0,1376.54,1/7/2025 1:13,App,0
P90954459,FORD,TAURUS,2015,SEDAN,4/17/1983,الرياض,Male,Saudi Arabia        ,193.54,1741.86,1/29/2025 1:13,Website,1
P43363448,G.M.C.,YUKON,2012,SUV,7/17/1980,احدالمسارحة,Male,Saudi Arabia        ,0,1170.18,4/30/2025 1:13,App,0
P49267093,TOYOTA,INNOVA,2011,SUV,5/1/1979,جازان,Male,Egypt               ,0,2239.38,3/28/2025 1:13,App,0
P91690433,NISSAN,ALTIMA,2018,SEDAN,7/19/1987,البدائع,Male,Saudi Arabia        ,0,971.42,4/10/2025 1:13,App,0
P72024278,NISSAN,SUNNY,2016,SEDAN,12/25/1999,عرعر,Male,Saudi Arabia        ,0,1708.47,2/23/2025 1:14,App,0
P54850238,CHEVROLET,MALIBU,2013,SEDAN,2/21/1969,الخبر,Male,Saudi Arabia        ,0,1142.22,2/1/2025 1:14,App,0
P96379002,FORD,GRAND MARQIS,2008,SEDAN,5/22/1966,مكة المكرمة,Male,Saudi Arabia        ,0,1071.17,4/29/2025 1:14,App,0
P67694520,HONDA,ACCORD DC,2015,SEDAN,8/16/1989,الرياض,Male,Saudi Arabia        ,329.67,1318.67,6/19/2025 1:14,App,0
P47875301,KIA,RIO,2019,SEDAN,3/19/2001,مكة المكرمة,Female,Saudi Arabia        ,153.04,1377.34,5/5/2025 1:14,App,0
P52070697,HYUNDAI,SONATA,2017,SEDAN,5/11/1988,المدينة المنورة,Male,Albania             ,0,1644.68,3/13/2025 1:14,App,0
P98517979,GEELY,TUGELLA,2022,SUV,10/27/2004,عنيزة,Male,Saudi Arabia        ,0,1547.14,3/8/2025 1:15,App,0
P74331337,HONDA,ACCORD DC,2015,SEDAN,8/16/1989,الرياض,Male,Saudi Arabia        ,0,1557.57,5/14/2025 1:15,App,0
P21750543,HYUNDAI,ELANTRA,2017,SEDAN,1/12/1989,بريده,Male,Saudi Arabia        ,0,1156.1,3/17/2025 1:16,Agent,0
P54238450,HYUNDAI,ACCENT,2016,SEDAN,8/23/1991,تبوك,Male,Saudi Arabia        ,0,945.06,5/9/2025 1:16,App,0
P42552690,DAIHATSU,PICK UP,2012,PICKUP,10/15/1966,الباحه,Male,Saudi Arabia        ,866.15,866.15,3/23/2025 1:17,Website,0
P78858082,TOYOTA,YARIS,2011,SEDAN,11/20/1996,جازان,Male,Saudi Arabia        ,188.24,1694.18,2/3/2025 1:17,App,0
P62999187,TOYOTA,COROLLA,2015,SEDAN,6/29/1985,الجوف,Female,Saudi Arabia        ,0,1619.15,1/23/2025 1:17,App,0
P23688880,KIA,CERATO,2013,SEDAN,3/23/2001,الرياض,Female,Saudi Arabia        ,0,3120.08,5/10/2025 1:17,App,0
P90866763,HYUNDAI,ELANTRA,2012,SEDAN,10/28/1973,جازان,Female,Saudi Arabia        ,0,1890.68,2/12/2025 1:17,App,0
P49523382,LEXUS,NX 200,2015,SUV,6/16/1992,نجران,Male,Egypt               ,0,1659.04,2/9/2025 1:17,App,1
P60520184,TOYOTA,LUCRUSER LX,2012,PICKUP,11/15/1995,المدينة المنورة,Male,Saudi Arabia        ,0,1196.61,1/3/2025 1:18,Website,0
P63817909,HYUNDAI,I 10,2016,SEDAN,1/1/1981,الرياض,Male,Egypt               ,0,1398.49,3/24/2025 1:18,App,0
P61558308,HYUNDAI,I 10,2016,SEDAN,1/1/1981,الرياض,Male,Egypt               ,0,1398.49,5/24/2025 1:18,Agent,0
P73415839,TOYOTA,CAMRY,2020,SEDAN,4/12/1997,الهفوف,Male,Saudi Arabia        ,0,1320.84,5/13/2025 1:18,Website,0
P57318453,HYUNDAI,SONATA,2019,SEDAN,6/27/1986,جدة,Male,Saudi Arabia        ,0,1193.34,3/8/2025 1:18,Website,0
P87484917,TOYOTA,SEQUOIA,2013,SUV,11/28/1962,ينبع,Male,Saudi Arabia        ,0,1268.84,5/29/2025 1:18,Website,0
P86994651,HYUNDAI,ACCENT,2010,SEDAN,11/20/1996,جازان,Male,Saudi Arabia        ,0,1858.99,4/16/2025 1:18,Website,0
P61936842,TOYOTA,YARIS,2008,SEDAN,1/8/1998,خميس مشيط,Male,Yemen               ,0,4107.19,3/28/2025 1:19,App,0
P11103618,TOYOTA,CAMRY,2014,SEDAN,1/9/1981,المدينة المنورة,Female,Saudi Arabia        ,0,1147.79,7/12/2025 1:19,Website,0
P90768875,HYUNDAI,SONATA,2016,SEDAN,12/31/1993,المندق,Male,Saudi Arabia        ,0,2384.92,2/6/2025 1:19,App,0
P65494394,TOYOTA,CAMRY,2010,SEDAN,7/23/1990,نجران,Male,Saudi Arabia        ,0,1753.4,1/7/2025 1:19,App,0
P40837819,FORD,CROWN V.,2011,SEDAN,8/12/1982,الرياض,Male,Saudi Arabia        ,0,1521.59,4/9/2025 1:19,App,0
P20393885,GEELY,COOLRAY,2022,SUV,11/9/1992,مكة المكرمة,Female,Saudi Arabia        ,507.08,1183.19,3/4/2025 1:19,Website,0
P40611000,TOYOTA,LUCRUSER 70,2016,JEEP,3/11/1998,الرياض,Male,Saudi Arabia        ,1496.21,1496.21,5/12/2025 1:19,App,0
P94001757,TOYOTA,HILUX GLX,2016,PICKUP,3/12/1988,الرياض,Female,Saudi Arabia        ,139.71,1257.42,3/20/2025 1:20,Website,0
P40546046,TOYOTA,HILUX GLX,2009,PICKUP,2/7/1986,حائل,Male,Saudi Arabia        ,0,978.5,4/5/2025 1:20,Website,0
P18248087,KIA,SPORTAGE,2012,SUV,10/1/1988,المويه,Male,Kuwait              ,0,1138.36,6/24/2025 1:20,Website,0
P19360590,TOYOTA,YARIS,2008,SEDAN,1/8/1998,خميس مشيط,Male,Yemen               ,0,3315.63,6/15/2025 1:20,Website,0
P36036036,HYUNDAI,ACCENT,2012,SEDAN,1/1/1987,جدة,Male,Egypt               ,0,1521.88,1/19/2025 1:20,App,0
P26294290,HYUNDAI,ACCENT,2015,SEDAN,1/2/1990,الدمام,Male,Egypt               ,0,1762.28,1/15/2025 1:20,App,0
P11025642,MAZDA,6,2021,SEDAN,5/5/1993,جدة,Male,Egypt               ,0,1291.76,7/13/2025 1:20,App,0
P25873329,SUZUKI,CIAZ,2023,SEDAN,3/10/1993,الرياض,Male,Saudi Arabia        ,288.44,1153.77,5/6/2025 1:20,Website,1
P59553254,TOYOTA,FORTUNER,2010,SUV,2/7/1986,حائل,Male,Saudi Arabia        ,0,1388.22,1/31/2025 1:21,Website,0
P34948492,TOYOTA,FORTUNER,2011,SUV,9/5/1979,صبياء,Male,Saudi Arabia        ,0,1453.94,7/14/2025 1:21,Website,0
P49628962,HYUNDAI,ELANTRA,2023,SEDAN,7/13/2002,جازان,Male,Saudi Arabia        ,0,2280.46,2/7/2025 1:21,App,0
P25124407,HYUNDAI,ACCENT,2012,SEDAN,1/1/1987,جدة,Male,Egypt               ,0,1521.88,1/8/2025 1:21,App,0
P82084365,GEELY,TUGELLA,2022,SUV,10/27/2004,عنيزة,Male,Saudi Arabia        ,0,1325.79,5/6/2025 1:21,App,0
P68162206,KIA,OPTIMA,2019,SEDAN,6/9/1994,الرياض,Male,Saudi Arabia        ,0,1315.35,3/2/2025 1:21,Website,0
P43228427,HYUNDAI,ACCENT,2012,SEDAN,1/1/1987,تبوك,Male,Albania             ,0,1143.66,4/9/2025 1:21,Website,0
P22308944,HYUNDAI,ACCENT,2015,SEDAN,1/2/1990,الدمام,Male,Egypt               ,0,1762.28,1/13/2025 1:21,Website,0
P55843512,HYUNDAI,SONATA,2019,SEDAN,6/27/1986,جدة,Male,Saudi Arabia        ,0,1193.34,3/11/2025 1:21,Website,0
P52546624,HONDA,ACCORD DC,2017,SEDAN,5/26/2004,ينبع,Male,Saudi Arabia        ,0,2843.19,3/13/2025 1:22,Website,0
P51944679,TOYOTA,LUCRUSER LX,2004,PICKUP,5/16/1980,ابها,Female,Saudi Arabia        ,0,1363.78,6/6/2025 1:22,App,0
P23794816,RENAULT,LOGAN SADAN,2013,SEDAN,10/28/1981,جدة,Female,Egypt               ,134.68,1212.13,6/10/2025 1:22,App,0
P29911714,TOYOTA,FORTUNER,2020,SUV,7/23/1976,الرياض,Male,Saudi Arabia        ,0,1309.39,1/29/2025 1:22,Website,0
P14796948,TOYOTA,COROLLA,2008,SEDAN,11/10/1998,المدينة المنورة,Male,Algeria             ,0,1501.87,3/23/2025 1:23,App,0
P16805581,MAZDA,6,2017,SEDAN,5/26/1999,الهفوف,Male,Saudi Arabia        ,152.06,1368.52,1/10/2025 1:23,Agent,1
P75333379,G.M.C.,SIERRA,1979,PICKUP,5/23/2005,عنيزة,Male,Saudi Arabia        ,0,749.12,1/31/2025 1:23,App,0
P49663933,TOYOTA,FORTUNER,2021,SUV,5/6/1982,حائل,Female,Saudi Arabia        ,0,1211.26,6/14/2025 1:23,App,0
P30681852,CHEVROLET,CAPRICE LS,2014,SEDAN,12/21/1995,القريات,Female,Saudi Arabia        ,0,2047.44,4/14/2025 1:23,App,0
P41827105,TOYOTA,COROLLA,2008,SEDAN,11/10/1998,المدينة المنورة,Male,Algeria             ,0,1343.75,4/2/2025 1:23,App,0
P28114997,G.M.C.,SIERRA,1979,PICKUP,5/23/2005,عنيزة,Male,Saudi Arabia        ,0,749.12,2/21/2025 1:23,Website,0
P82910731,HAVAL,JOLION,2023,SUV,4/23/1970,الخبر,Male,Saudi Arabia        ,0,1001.74,7/2/2025 1:23,Website,0
P83174557,HYUNDAI,SONATA,2019,SEDAN,6/27/1986,جدة,Male,Saudi Arabia        ,0,1022.97,5/25/2025 1:24,App,0
P24127601,FORD,GRAND MARQIS,2007,SEDAN,10/28/1995,الرس,Male,Saudi Arabia        ,0,1094.2,4/27/2025 1:24,Agent,0
P99244976,FORD,GRAND MARQIS,2008,SEDAN,5/22/1966,مكة المكرمة,Male,Saudi Arabia        ,0,1071.17,2/10/2025 1:24,Website,0
P58198160,NISSAN,ALTIMA,2017,SEDAN,7/28/2003,الرياض,Male,Saudi Arabia        ,1163.51,2714.86,6/25/2025 1:24,App,0
P66211449,GEELY,BINRAY,2022,SEDAN,11/9/2001,الرياض,Male,Saudi Arabia        ,279.34,2514.1,5/11/2025 1:24,App,0
P80877148,TOYOTA,LCRUISER GX,1989,JEEP,3/17/1953,الطائف,Male,Saudi Arabia        ,0,600,3/11/2025 1:25,App,0
P65602039,TOYOTA,FJ CRUSER,2010,JEEP,2/29/1980,الرياض,Male,Saudi Arabia        ,0,1535.47,3/27/2025 1:25,App,0
P85496144,GEELY,BINRAY,2022,SEDAN,11/9/2001,الرياض,Male,Saudi Arabia        ,0,2514.1,2/16/2025 1:25,App,0
P96584104,TOYOTA,HILUX GLX,2018,PICKUP,4/12/1998,طبرجل,Male,Saudi Arabia        ,0,1346.73,2/12/2025 1:25,App,0
P17250698,GEELY,GC7,2016,SEDAN,9/13/1969,الدمام,Male,Saudi Arabia        ,156.59,1409.31,2/27/2025 1:25,App,0
P28485877,HYUNDAI,SONATA,2019,SEDAN,6/4/1995,جدة,Male,Saudi Arabia        ,0,1265.02,4/21/2025 1:26,Website,0
P61291209,KIA,K5,2023,SEDAN,9/6/2005,المدينة المنورة,Male,Saudi Arabia        ,0,2062.06,5/12/2025 1:26,App,0
P47565934,NISSAN,ARMADA 4x2,2007,SUV,9/11/2000,جازان,Male,Saudi Arabia        ,0,1965.71,3/11/2025 1:26,App,1
P11789195,HYUNDAI,ELANTRA,2023,SEDAN,7/13/2002,جازان,Male,Saudi Arabia        ,0,2280.46,6/16/2025 1:26,Website,0
P11172299,MAZDA,CX-9,2020,SUV,12/26/1974,الرياض,Male,Saudi Arabia        ,1202.48,1202.48,7/5/2025 1:26,App,0
P84580216,MAZDA,6,2017,SEDAN,5/26/1999,الهفوف,Male,Saudi Arabia        ,0,1368.52,4/8/2025 1:26,Website,0
P75341941,MAZDA,CX-9,2020,SUV,12/26/1974,الرياض,Male,Saudi Arabia        ,0,1202.48,1/13/2025 1:26,App,0
P25577166,HYUNDAI,SONATA,2017,SEDAN,5/11/1988,المدينة المنورة,Male,Albania             ,0,1644.68,1/2/2025 1:26,Website,0
P20963093,FORD,EXPEDITION,2013,SUV,10/5/1967,مكة المكرمة,Male,Saudi Arabia        ,0,1149.21,1/21/2025 1:26,Agent,0
P27581126,GEELY,BINRAY,2022,SEDAN,11/9/2001,الرياض,Male,Saudi Arabia        ,0,2514.1,4/22/2025 1:27,App,0
P72560981,TOYOTA,FJ CRUSER,2010,JEEP,2/29/1980,الرياض,Male,Saudi Arabia        ,0,1791.16,6/18/2025 1:27,Website,0
P83668857,HYUNDAI,KONA,2020,SUV,4/8/1986,الرياض,Female,Saudi Arabia        ,396.68,1586.71,6/26/2025 1:27,App,1
P22648809,HYUNDAI,ELANTRA,2011,SEDAN,12/20/1960,المدينة المنورة,Male,Saudi Arabia        ,0,1186.49,1/3/2025 1:28,Agent,0
P75306032,HYUNDAI,ELANTRA,2016,SEDAN,12/16/1998,الدمام,Male,Saudi Arabia        ,0,1848.38,4/30/2025 1:28,Website,0
P95890519,HYUNDAI,SONATA,2017,SEDAN,8/3/2000,الدمام,Male,Saudi Arabia        ,0,2423.78,1/12/2025 1:28,Website,1
P43966076,TOYOTA,COROLLA,2015,SEDAN,6/29/1985,الجوف,Female,Saudi Arabia        ,0,1619.15,2/25/2025 1:28,Website,1
P69802724,VOLKSWAGEN,TOUAREG,2007,SUV,1/1/1992,تبوك,Male,Kuwait              ,88.48,796.32,1/17/2025 1:28,Website,0
P65205691,FORD,GRAND MARQIS,2009,SEDAN,8/13/1980,الباحه,Male,Saudi Arabia        ,0,1373,6/29/2025 1:29,App,0
P71349531,TOYOTA,YARIS,2014,SEDAN,7/2/1997,جدة,Male,Saudi Arabia        ,0,1570.55,3/23/2025 1:29,App,0
P32341839,TOYOTA,CAMRY,2011,SEDAN,7/3/1981,طبرجل,Female,Saudi Arabia        ,0,1779.39,6/8/2025 1:29,App,0
P64104277,FORD,GRAND MARQIS,2010,SEDAN,3/16/1990,المدينة المنورة,Male,Saudi Arabia        ,0,1443.55,4/15/2025 1:29,App,0
P20215793,TOYOTA,SEQUOIA,2013,SUV,11/28/1962,ينبع,Male,Saudi Arabia        ,0,1268.84,7/12/2025 1:29,Agent,0
P11110453,FORD,GRAND MARQIS,2008,SEDAN,5/22/1966,مكة المكرمة,Male,Saudi Arabia        ,0,1071.17,3/8/2025 1:29,App,0
P77677390,TOYOTA,FORTUNER,2011,SUV,9/5/1979,صبياء,Male,Saudi Arabia        ,0,1453.94,5/26/2025 1:30,App,0
P68776338,TOYOTA,CAMRY,2016,SEDAN,9/14/1990,ضرية,Male,Saudi Arabia        ,0,1186.4,4/2/2025 1:30,App,0
P30581625,VOLKSWAGEN,TOUAREG,2007,SUV,1/1/1992,تبوك,Male,Kuwait              ,0,796.32,5/17/2025 1:30,App,0
P21772697,TOYOTA,FORTUNER,2021,SUV,5/6/1982,حائل,Female,Saudi Arabia        ,0,1211.26,4/30/2025 1:30,App,0
P99487373,TOYOTA,CAMRY,2011,SEDAN,7/3/1981,طبرجل,Female,Saudi Arabia        ,0,1779.39,4/1/2025 1:30,App,0
P35208143,TOYOTA,AVALON,2017,SEDAN,9/10/2000,الطائف,Male,Saudi Arabia        ,142.91,1286.16,1/24/2025 1:30,Agent,0
P43918684,TOYOTA,CAMRY,2016,SEDAN,9/14/1990,ضرية,Male,Saudi Arabia        ,0,1186.4,5/4/2025 1:31,Website,0
P94043377,TOYOTA,CAMRY,2009,SEDAN,1/21/1995,البكيريه,Male,Saudi Arabia        ,0,1239.88,1/4/2025 1:31,App,0
P27368443,HYUNDAI,ACCENT,2012,SEDAN,10/3/1991,الطوال,Male,Yemen               ,0,3187.92,5/4/2025 1:31,App,0
P70213306,MAZDA,6,2020,SEDAN,1/24/2001,الجموم,Male,Saudi Arabia        ,0,1764.17,4/8/2025 1:31,App,0
P35366784,B.M.W.,SEDAN,2013,SEDAN,2/24/1990,الرياض,Male,Saudi Arabia        ,0,1288.16,4/29/2025 1:31,App,0
P86722473,TOYOTA,PRADO,2010,JEEP,9/14/1974,الدمام,Male,Saudi Arabia        ,696,1044,6/29/2025 1:31,Website,1
P24209819,KIA,SPORTAGE,2015,SUV,6/23/1983,الدمام,Male,Saudi Arabia        ,0,995.49,7/3/2025 1:31,Website,0
P12013028,HONDA,ACCORD DC,2016,SEDAN,9/15/1993,الخرج,Male,Saudi Arabia        ,326.99,1307.97,1/12/2025 1:31,App,0
P49306217,HYUNDAI,SONATA,2009,SEDAN,3/16/1986,الهفوف,Male,Saudi Arabia        ,0,1212.92,1/11/2025 1:32,App,0
P34069082,KIA,OPTIMA,2019,SEDAN,8/14/1994,الرياض,Female,Saudi Arabia        ,0,2153.14,1/14/2025 1:32,App,0
P83912217,HONDA,ACCORD DC,2015,SEDAN,7/10/1997,الدمام,Male,Saudi Arabia        ,328.52,1314.08,4/15/2025 1:32,Agent,0
P76752284,TOYOTA,COROLLA,2015,SEDAN,1/4/1998,تاروت,Male,Saudi Arabia        ,0,1383.74,5/6/2025 1:32,Website,0
P26247120,FORD,MERCURY,2011,SEDAN,12/20/1960,المدينة المنورة,Male,Saudi Arabia        ,0,1047.18,4/12/2025 1:33,App,0
P67565449,LEXUS,LS 400,2002,SEDAN,12/21/1989,الطائف,Male,Saudi Arabia        ,0,761.94,6/14/2025 1:33,App,0
P32479250,MG,5,2021,SEDAN,9/15/1995,جدة,Female,Saudi Arabia        ,766.78,1150.18,3/2/2025 1:33,Website,0
P87685508,LEXUS,ES 250,2024,SEDAN,1/1/1995,تبوك,Male,Kuwait              ,0,773.04,5/19/2025 1:33,App,0
P51043995,TOYOTA,FJ CRUSER,2010,JEEP,2/29/1980,الرياض,Male,Saudi Arabia        ,0,1535.47,2/17/2025 1:33,Website,0
P64309148,HYUNDAI,ACCENT,2013,SEDAN,3/30/1983,الدمام,Male,Saudi Arabia        ,0,1389.13,5/15/2025 1:33,App,0
P25956471,TOYOTA,PRADO,2010,JEEP,9/14/1974,الدمام,Male,Saudi Arabia        ,0,1044,4/18/2025 1:33,App,0
P43656487,DODGE,CHARGER SE,2014,SEDAN,6/23/1998,أبي عريش,Male,Saudi Arabia        ,0,1577.09,4/11/2025 1:33,App,0
P49254876,HYUNDAI,SONATA,2018,SEDAN,10/3/1966,الطائف,Male,Saudi Arabia        ,447.65,1044.51,3/2/2025 1:33,App,0
P75265912,HYUNDAI,SONATA,2016,SEDAN,12/7/1995,المدينة المنورة,Male,Saudi Arabia        ,0,1649.3,5/5/2025 1:33,App,0
P34703418,CHEVROLET,MALIBU,2017,SEDAN,10/15/1966,ابها,Male,Saudi Arabia        ,0,1299.98,6/24/2025 1:33,Website,0
P32313994,KIA,OPTIMA,2019,SEDAN,8/14/1994,الرياض,Female,Saudi Arabia        ,0,2153.14,3/4/2025 1:34,Website,0
P53836731,HYUNDAI,ACCENT,2019,SEDAN,8/1/1988,الرياض,Male,Kuwait              ,0,1779.16,3/14/2025 1:34,Website,0
P10385399,TOYOTA,AURION,2009,SEDAN,1/21/1989,فيفاء,Male,Saudi Arabia        ,0,1199.94,3/27/2025 1:34,Agent,0
P23041005,HYUNDAI,SONATA,2016,SEDAN,9/23/1979,الدمام,Male,Saudi Arabia        ,155.81,1402.29,3/4/2025 1:34,Agent,0
P89241278,HYUNDAI,TUCSON,2017,SUV,11/6/1964,المدينة المنورة,Male,Saudi Arabia        ,0,1075.49,5/19/2025 1:34,Agent,0
P71533457,HYUNDAI,SONATA,2017,SEDAN,5/11/1988,المدينة المنورة,Male,Albania             ,0,1644.68,7/16/2025 1:34,App,0
P74697436,TOYOTA,CAMRY,2016,SEDAN,9/14/1990,ضرية,Male,Saudi Arabia        ,0,1186.4,3/31/2025 1:34,Agent,0
P36054578,MITSUBISHI,MONTERO,2021,JEEP,8/1/1979,طبرجل,Male,Saudi Arabia        ,0,1416.12,4/12/2025 1:35,Agent,0
P63352655,FORD,CROWN V.,2011,SEDAN,8/12/1982,الرياض,Male,Saudi Arabia        ,0,1521.59,3/22/2025 1:35,Website,0
P26154509,CHRYSLER,SEDAN,2021,SEDAN,3/2/2002,الخفجي,Male,Saudi Arabia        ,0,1484.76,2/8/2025 1:35,Website,0
P83362766,TOYOTA,LUCRUSER LX,2012,PICKUP,2/2/2005,المدينة المنورة,Female,Saudi Arabia        ,0,1874.88,2/23/2025 1:35,Website,0
P22919977,CHEVROLET,TAHOE,2008,SUV,8/11/1972,الرياض,Male,Saudi Arabia        ,0,1299.92,5/14/2025 1:35,Website,0
P63360203,LEXUS,RX 350,2022,SUV,7/20/1985,الرياض,Male,Saudi Arabia        ,0,1167.52,7/12/2025 1:35,App,0
